1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,1,12,SAME,PICTURE_484,NL,eekhoorn,squirrel,.,,NA,blocked,1,12,1,12,-1,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,2,13,SAME,PICTURE_365,NL,egel,hedgehog,.,,NA,blocked,1,13,1,13,-1,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,3,4,SAME,PICTURE_358,NL,auto,car,auto,,1,blocked,1,4,1,4,1.849,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,4,19,SAME,PICTURE_68,NL,kaars,candle,.,,NA,blocked,1,19,1,19,-1,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,5,1,SAME,PICTURE_558,NL,aansteker,lighter,.,,NA,blocked,1,1,1,1,-1,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,6,6,SAME,PICTURE_312,NL,bloem,flower,bloem,,1,blocked,1,6,1,6,1.452,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,7,2,SAME,PICTURE_249,NL,aardappel,potato,aardappel,,1,blocked,1,2,1,2,1.433,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,8,10,SAME,PICTURE_181,NL,driehoek,triangle,.,,NA,blocked,1,10,1,10,-1,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,9,17,SAME,PICTURE_576,NL,handschoen,glove,handschoenen,,,blocked,1,17,1,17,1.781,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,10,9,SAME,PICTURE_546,NL,deur,door,.,,NA,blocked,1,9,1,9,-1,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,11,14,SAME,PICTURE_609,NL,etui,pencil case,.,,NA,blocked,1,14,1,14,-1,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,12,5,SAME,PICTURE_407,NL,berg,mountain,berg,,1,blocked,1,5,1,5,2.352,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,13,15,SAME,PICTURE_23,NL,fiets,bike,fiets,,1,blocked,1,15,1,15,2.883,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,14,7,SAME,PICTURE_693,NL,boom,tree,.,,NA,blocked,1,7,1,7,-1,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,15,16,SAME,PICTURE_343,NL,fles,bottle,fles,,1,blocked,1,16,1,16,1.285,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,16,3,SAME,PICTURE_381,NL,aardbei,strawberry,aardbei,,1,blocked,1,3,1,3,2.489,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,17,11,SAME,PICTURE_438,NL,duim,thumb,.,,NA,blocked,1,11,1,11,-1,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,18,20,SAME,PICTURE_391,NL,ketting,chain,.,,NA,blocked,1,20,1,20,-1,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,19,18,SAME,PICTURE_452,NL,horloge,watch,.,,NA,blocked,1,18,1,18,-1,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,20,8,SAME,PICTURE_733,NL,bril,glasses,bril,,1,blocked,1,8,1,8,3.270,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,21,27,SAME,PICTURE_516,EN,rekenmachine,calculator,calculator,,1,blocked,1,27,1,27,1.469,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,22,32,SAME,PICTURE_78,EN,sleutel,key,key,,1,blocked,1,32,1,32,0.759,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,23,28,SAME,PICTURE_165,EN,riem,belt,belt,,1,blocked,1,28,1,28,0.967,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,24,37,SAME,PICTURE_720,EN,vlieger,kite,.,,NA,blocked,1,37,1,37,-1,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,25,25,SAME,PICTURE_270,EN,pijl,arrow,arrow,,1,blocked,1,25,1,25,1.490,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,26,36,SAME,PICTURE_547,EN,vleermuis,bat,bat,,1,blocked,1,36,1,36,1.178,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,27,35,SAME,PICTURE_79,EN,toetsenbord,keyboard,keyboard,,1,blocked,1,35,1,35,1.026,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,28,39,SAME,PICTURE_599,EN,wolk,cloud,cloud,,1,blocked,1,39,1,39,0.887,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,29,26,SAME,PICTURE_654,EN,potlood,pencil,pencil,,1,blocked,1,26,1,26,0.842,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,30,33,SAME,PICTURE_122,EN,stoel,chair,chair,,1,blocked,1,33,1,33,0.791,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,31,22,SAME,PICTURE_564,EN,lepel,spoon,spoon,,1,blocked,1,22,1,22,0.687,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,32,21,SAME,PICTURE_451,EN,koning,king,king,,1,blocked,1,21,1,21,0.745,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,33,23,SAME,PICTURE_359,EN,mes,knife,knife,,1,blocked,1,23,1,23,0.729,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,34,29,SAME,PICTURE_561,EN,rups,caterpillar,caterpillar,,1,blocked,1,29,1,29,1.375,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,35,24,SAME,PICTURE_653,EN,paraplu,umbrella,umbrella,,1,blocked,1,24,1,24,0.665,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,36,34,SAME,PICTURE_246,EN,tandarts,dentist,doctor_dentist,,,blocked,1,34,1,34,0.961,0,0,55,91.25,0
1,namepic,natalia,p3,14,2024-10-31,15:02:26,0,0,FINISHED,TESTING,1,test,1,37,31,SAME,PICTURE_152,EN,slak,snail,.,,NA,blocked,1,31,1,31,-1,0,0,55,91.25,0
